Rank,Grant ID,Grant Number,Title,Title translated,Abstract,Abstract translated,Funding Amount,Currency,Funding Amount in AUD,Start Date,Start Year,End Date,End Year,Researchers,Research Organization - original,Research Organization - standardized,GRID ID,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,Resulting publications,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
6,grant.3565310,LP110200767,Establishing a next generation framework to determine the influence of intelligent water metering on householder attitudes and behaviours,Establishing a next generation framework to determine the influence of intelligent water metering on householder attitudes and behaviours,"This project will test competing theories on how householders respond to interactive water consumption data from smart meters. The outcome is a novel framework for intelligent water management; underpinned by innovative research into causal mechanisms linking data communication to knowledge, and the impact of knowledge on attitudes and behaviours.","This project will test competing theories on how householders respond to interactive water consumption data from smart meters. The outcome is a novel framework for intelligent water management; underpinned by innovative research into causal mechanisms linking data communication to knowledge, and the impact of knowledge on attitudes and behaviours.",181000,AUD,181000,1/01/2011,2011,31/12/2014,2014,Stuart White; Rodney Stewart; Mary-Anne Williams; Damien Giurco; Kelvin O'Halloran,University of Technology Sydney,University of Technology Sydney; Griffith University,grid.117476.2; grid.1022.1,Sydney; Brisbane,New South Wales; Queensland,Australia; Australia,Australian Research Council,,Australia,pub.1033859038; pub.1011711123; pub.1012335165; pub.1040670451; pub.1083778834; pub.1069140969,http://purl.org/au-research/grants/arc/LP110200767,https://app.dimensions.ai/details/grant/grant.3565310,1604 Human Geography; 16 Studies in Human Society,,,,,,B12 Engineering,
7,grant.3565265,FT110100455,Dissecting key steps of the miRNA-mediated gene regulation and its implication in immune response and cancer,Dissecting key steps of the miRNA-mediated gene regulation and its implication in immune response and cancer,This project will characterise in detail one of the most important ways that genes are turned off in humans. This process is involved in many diseases including cancer and infections. The result will provide potential novel drug targets to prevent and treat such diseases.,This project will characterise in detail one of the most important ways that genes are turned off in humans. This process is involved in many diseases including cancer and infections. The result will provide potential novel drug targets to prevent and treat such diseases.,630528,AUD,630528,1/01/2011,2011,31/12/2015,2015,Gyorgy Hutvagner,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,pub.1052371270; pub.1032349114; pub.1018334516,http://purl.org/au-research/grants/arc/FT110100455,https://app.dimensions.ai/details/grant/grant.3565265,0601 Biochemistry and Cell Biology; 06 Biological Sciences,Cancer; Biotechnology; Prevention; Genetics,Inflammatory and Immune System; Infection; Cancer,5.1 Pharmaceuticals; 2.1 Biological and endogenous factors,Not Site-Specific Cancer,,A01 Clinical Medicine,
6,grant.3564963,DP110104152,Extending the theory and measurement of personal values and testing relations of values to attitudes and behaviour,Extending the theory and measurement of personal values and testing relations of values to attitudes and behaviour,"Personal values indicate what is important to us, guide our behaviour and reflect real differences between cultures, social classes, occupations, and religions. This project seeks to refine the theory and measurement of personal values across cultures to better understand the motivations that lie behind attitudes and behaviours.","Personal values indicate what is important to us, guide our behaviour and reflect real differences between cultures, social classes, occupations, and religions. This project seeks to refine the theory and measurement of personal values across cultures to better understand the motivations that lie behind attitudes and behaviours.",244000,AUD,244000,1/01/2011,2011,31/12/2013,2013,Julie Lee; Geoffrey Soutar; Jordan Louviere; Shalom Schwartz,University of Western Australia,University of Western Australia; University of Technology Sydney,grid.1012.2; grid.117476.2,Perth; Sydney,Western Australia; New South Wales,Australia; Australia,Australian Research Council,,Australia,pub.1122029979; pub.1100146279; pub.1125272738,http://purl.org/au-research/grants/arc/DP110104152,https://app.dimensions.ai/details/grant/grant.3564963,"1505 Marketing; 1503 Business and Management; 1701 Psychology; 15 Commerce, Management, Tourism and Services; 15 Commerce, Management, Tourism and Services; 17 Psychology and Cognitive Sciences",,,,,,C17 Business and Management Studies,
6,grant.3564926,DP110105200,Peridinin-chlorophyll-protein complex: unravelling the unique photosynthetic apparatus of dinoflagellates in response to climatic variation,Peridinin-chlorophyll-protein complex: unravelling the unique photosynthetic apparatus of dinoflagellates in response to climatic variation,"Dinoflagellates sustain the food chain. They live in coral and in ice, and also create toxic algal blooms. This project will dissect the unique photosynthetic machinery of these organisms to learn how they adapt and thrive in extreme environments. This new knowledge will predict how dinoflagellate-based ecosystems will respond to future climate change.","Dinoflagellates sustain the food chain. They live in coral and in ice, and also create toxic algal blooms. This project will dissect the unique photosynthetic machinery of these organisms to learn how they adapt and thrive in extreme environments. This new knowledge will predict how dinoflagellate-based ecosystems will respond to future climate change.",230000,AUD,230000,1/01/2011,2011,31/12/2013,2013,Peter Ralph; David Kramer,University of Technology Sydney,University of Technology Sydney; Washington State University,grid.117476.2; grid.30064.31,Sydney; Pullman,New South Wales; Washington,Australia; United States,Australian Research Council,,Australia,pub.1049443529; pub.1035742911; pub.1018514554,http://purl.org/au-research/grants/arc/DP110105200,https://app.dimensions.ai/details/grant/grant.3564926,0607 Plant Biology; 0602 Ecology; 0604 Genetics; 06 Biological Sciences; 06 Biological Sciences; 06 Biological Sciences,,,,,,C14 Geography and Environmental Studies,
6,grant.3564879,LP110200454,Novel oxygen sensing tools for monitoring the effects of dredging on Australian seagrass communities,Novel oxygen sensing tools for monitoring the effects of dredging on Australian seagrass communities,Seagrass meadows sustain marine biodiversity and the fishing industries on Australian coasts. Dredging of ports and shipping channels is contributing to their rapid global decline. The project will use state-of-the-art technologies in bio-optics and genomics to create a toolkit for seagrass managers to make informed decisions to safeguard seagrass meadows.,Seagrass meadows sustain marine biodiversity and the fishing industries on Australian coasts. Dredging of ports and shipping channels is contributing to their rapid global decline. The project will use state-of-the-art technologies in bio-optics and genomics to create a toolkit for seagrass managers to make informed decisions to safeguard seagrass meadows.,330000,AUD,330000,1/01/2011,2011,31/12/2014,2014,Peter Ralph; Justin Seymour; Michael Kuhl; Michael Rasheed,University of Technology Sydney,"University of Technology Sydney; Department of Education, Skills and Employment; University of Copenhagen",grid.117476.2; grid.431933.f; grid.5254.6,Sydney; Canberra; Copenhagen,New South Wales; Australian Capital Territory; ,Australia; Australia; Denmark,Australian Research Council,,Australia,pub.1084769063; pub.1092754587; pub.1085221998; pub.1008642387; pub.1103609517; pub.1100995220; pub.1020888073; pub.1004464653,http://purl.org/au-research/grants/arc/LP110200454,https://app.dimensions.ai/details/grant/grant.3564879,0607 Plant Biology; 0605 Microbiology; 0602 Ecology; 06 Biological Sciences; 06 Biological Sciences; 06 Biological Sciences,,,,,,A05 Biological Sciences,
5,grant.3564741,LP110100035,"Effective clinical handover communication: improving patient safety, experiences and outcomes","Effective clinical handover communication: improving patient safety, experiences and outcomes",Communication in clinical handover (transfer of responsibility for patient care) plays a causal role in many adverse events. This project will contribute new knowledge for improvements in handover communication which will be shared across hospitals and health departments nationally to improve patient safety and reduce healthcare costs.,Communication in clinical handover (transfer of responsibility for patient care) plays a causal role in many adverse events. This project will contribute new knowledge for improvements in handover communication which will be shared across hospitals and health departments nationally to improve patient safety and reduce healthcare costs.,718245,AUD,718245,1/01/2011,2011,31/12/2013,2013,Diana Slade; Elizabeth Manias; Malcolm Battersby; Hermine Scheeres; Phillip Della; Jonathan Jureidini; Dorothy Jones; Roslyn Sorensen; Lesley Farrell; Bernadette Watson; John Walsh; Catherine Stoddart; Lynette David; Edward Stewart-Wynne; James Dunne; Alice Jones,University of Technology Sydney,University of Technology Sydney; Act Health; New South Wales Department of Health; University of Melbourne; Curtin University; Flinders University; University of Queensland; University of Adelaide,grid.117476.2; grid.468052.d; grid.416088.3; grid.1008.9; grid.1032.0; grid.1014.4; grid.1003.2; grid.1010.0,Sydney; Canberra; North Sydney; Melbourne; Perth; Adelaide; Brisbane; Adelaide,New South Wales; Australian Capital Territory; New South Wales; Victoria; Western Australia; South Australia; Queensland; South Australia,Australia; Australia; Australia; Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,pub.1004040210; pub.1041280989; pub.1021080280; pub.1100111369,http://purl.org/au-research/grants/arc/LP110100035,https://app.dimensions.ai/details/grant/grant.3564741,"2099 Other Language, Communication and Culture; 1117 Public Health and Health Services; 20 Language, Communication and Culture; 11 Medical and Health Sciences",Health Services; Patient Safety; Clinical Research,Generic Health Relevance,8.1 Organisation and delivery of services,,,"A03 Allied Health Professions, Dentistry, Nursing and Pharmacy",
7,grant.3564633,FT110101044,Supra-classical quantum simulation in physically restricted models of quantum computation,Supra-classical quantum simulation in physically restricted models of quantum computation,"Quantum computation evolved from the revolutionary twentieth century theories of Quantum Mechanics and Computer Science, offering computational power that potentially transcends traditional computing models. This project will accelerate the delivery of the promised benefits of quantum computation through advancing the theory of quantum simulation.","Quantum computation evolved from the revolutionary twentieth century theories of Quantum Mechanics and Computer Science, offering computational power that potentially transcends traditional computing models. This project will accelerate the delivery of the promised benefits of quantum computation through advancing the theory of quantum simulation.",583416,AUD,583416,1/01/2011,2011,31/12/2015,2015,Michael Bremner,University of Technology Sydney,University of Technology Sydney; University of Cambridge; University of Washington,grid.117476.2; grid.5335.0; grid.34477.33,Sydney; Cambridge; Seattle,New South Wales; ; Washington,Australia; United Kingdom; United States,Australian Research Council,,Australia,pub.1103565836; pub.1060766124,http://purl.org/au-research/grants/arc/FT110101044,https://app.dimensions.ai/details/grant/grant.3564633,0105 Mathematical Physics; 0206 Quantum Physics; 0802 Computation Theory and Mathematics; 01 Mathematical Sciences; 02 Physical Sciences; 08 Information and Computing Sciences,Networking and Information Technology R&D,,,,,B09 Physics,
6,grant.3564472,LP110100698,"Determining the factors influencing the success of private and community-owned Indigenous businesses across remote, regional and urban Australia","Determining the factors influencing the success of private and community-owned Indigenous businesses across remote, regional and urban Australia","The main benefit of this project is a thorough understanding of the challenges facing Indigenous enterprises in a range of geographical, economic and social settings.  The research will identify and determine the importance of a broad range of factors which influence the success of Indigenous enterprises.","The main benefit of this project is a thorough understanding of the challenges facing Indigenous enterprises in a range of geographical, economic and social settings.  The research will identify and determine the importance of a broad range of factors which influence the success of Indigenous enterprises.",254682,AUD,254682,1/01/2011,2011,31/12/2013,2013,Mark Morrison; Dennis Foley; Jock Collins; Branka Krivokapic-Skoko; Parikshit Basu; David Brudenall; Matthew Nogrady; Anne Redman,Charles Sturt University,Charles Sturt University; University of Technology Sydney; University of Newcastle Australia,grid.1037.5; grid.117476.2; grid.266842.c,Bathurst; Sydney; Newcastle,New South Wales; New South Wales; New South Wales,Australia; Australia; Australia,Australian Research Council,,Australia,pub.1084164438,http://purl.org/au-research/grants/arc/LP110100698,https://app.dimensions.ai/details/grant/grant.3564472,"1503 Business and Management; 1605 Policy and Administration; 1402 Applied Economics; 15 Commerce, Management, Tourism and Services; 16 Studies in Human Society; 14 Economics",,,,,,C14 Geography and Environmental Studies,
6,grant.3564075,LP110100062,Peopling educational policy: realising the new Australian English and mathematics curricula,Peopling educational policy: realising the new Australian English and mathematics curricula,Implementation of Australian curricula in English and mathematics provides an opportunity for school systems to re-examine practice. This project will identify resources and teacher learning opportunities needed to facilitate implementation of these curricula and use findings to develop interventions identified as likely to optimise implementation.,Implementation of Australian curricula in English and mathematics provides an opportunity for school systems to re-examine practice. This project will identify resources and teacher learning opportunities needed to facilitate implementation of these curricula and use findings to develop interventions identified as likely to optimise implementation.,654022,AUD,654022,1/01/2011,2011,31/12/2013,2013,Peter Sullivan; Peter Freebody; James Albright; Douglas Clarke; Lesley Farrell; David Clarke,Monash University,Monash University; Australian Catholic University; University of Sydney; University of Newcastle Australia; University of Technology Sydney; University of Melbourne; Victorian Curriculum and Assessment Authority,grid.1002.3; grid.411958.0; grid.1013.3; grid.266842.c; grid.117476.2; grid.1008.9; grid.474242.3,Melbourne; Brisbane; Sydney; Newcastle; Sydney; Melbourne; Melbourne,Victoria; Queensland; New South Wales; New South Wales; New South Wales; Victoria; Victoria,Australia; Australia; Australia; Australia; Australia; Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LP110100062,https://app.dimensions.ai/details/grant/grant.3564075,1302 Curriculum and Pedagogy; 13 Education,,,,,,C23 Education,
7,grant.3563967,DP110100773,The economics of filial informal care: future trends and directions for policy supports,The economics of filial informal care: future trends and directions for policy supports,"This project examines the family decision on informal care and living arrangements, it aims to make constructive policy suggestions in order to promote the healthy life of elderly people, support more productive and fulfilling lives of adult children with elderly parents and fortify supportive family structures.","This project examines the family decision on informal care and living arrangements, it aims to make constructive policy suggestions in order to promote the healthy life of elderly people, support more productive and fulfilling lives of adult children with elderly parents and fortify supportive family structures.",157725,AUD,157725,1/01/2011,2011,31/12/2013,2013,Shiko Maruyama; Meliyanni Johar; Sayaka Nakamura,UNSW Sydney,UNSW Sydney; University of Technology Sydney; Yokohama City University,grid.1005.4; grid.117476.2; grid.268441.d,Sydney; Sydney; Yokohama,New South Wales; New South Wales; ,Australia; Australia; Japan,Australian Research Council,,Australia,pub.1028537717; pub.1027136095; pub.1026170571; pub.1084446600,http://purl.org/au-research/grants/arc/DP110100773,https://app.dimensions.ai/details/grant/grant.3563967,1403 Econometrics; 1402 Applied Economics; 14 Economics; 14 Economics,Pediatric; Aging,Generic Health Relevance,,,,C23 Education,
7,grant.3563955,DP110105484,Beyond metamaterials: new composites for transforming photonics,Beyond metamaterials: new composites for transforming photonics,"Composites containing metamaterials, new materials with extraordinary electromagnetic properties, are opening new horizons in optical physics, with the potential to deliver a range of unprecedented functionalities. This project will clarify the exotic physics of these revolutionary new materials, leading to new photonics applications.","Composites containing metamaterials, new materials with extraordinary electromagnetic properties, are opening new horizons in optical physics, with the potential to deliver a range of unprecedented functionalities. This project will clarify the exotic physics of these revolutionary new materials, leading to new photonics applications.",300000,AUD,300000,1/01/2011,2011,31/12/2013,2013,Ross McPhedran; Christopher Poulton; Lindsay Botten,University of Sydney,University of Sydney; University of Technology Sydney; National Computational Infrastructure; Intersect,grid.1013.3; grid.117476.2; grid.474065.4; grid.474047.4,Sydney; Sydney; Acton; Sydney,New South Wales; New South Wales; Australian Capital Territory; New South Wales,Australia; Australia; Australia; Australia,Australian Research Council,,Australia,pub.1095053582; pub.1060640689; pub.1034867608,http://purl.org/au-research/grants/arc/DP110105484,https://app.dimensions.ai/details/grant/grant.3563955,0205 Optical Physics; 0204 Condensed Matter Physics; 0912 Materials Engineering; 02 Physical Sciences; 02 Physical Sciences; 09 Engineering,,,,,,B12 Engineering,
6,grant.3563876,LP110200162,Determination of the condition and strength capacity of in-service timber poles in energy networks,Determination of the condition and strength capacity of in-service timber poles in energy networks,"The project addresses an important issue facing power industries and engineering community worldwide, that is, reliable and optimal management of power distribution infrastructures. The outcomes lead to new technologies that not only provide great social-economic benefits but advance knowledge and practice of the research at international level.","The project addresses an important issue facing power industries and engineering community worldwide, that is, reliable and optimal management of power distribution infrastructures. The outcomes lead to new technologies that not only provide great social-economic benefits but advance knowledge and practice of the research at international level.",280000,AUD,280000,1/01/2011,2011,31/12/2014,2014,Jianchun Li; Bijan Samali; Keith Crews,University of Technology Sydney,University of Technology Sydney; EnergyAustralia (Australia),grid.117476.2; grid.473960.f,Sydney; Melbourne,New South Wales; Victoria,Australia; Australia,Australian Research Council,,Australia,pub.1057627881; pub.1039266107; pub.1029374393; pub.1113144929; pub.1107309929; pub.1051647577; pub.1005007133; pub.1129543674,http://purl.org/au-research/grants/arc/LP110200162,https://app.dimensions.ai/details/grant/grant.3563876,0905 Civil Engineering; 09 Engineering,,,,,,C17 Business and Management Studies,7 Affordable and Clean Energy
6,grant.3563662,DP110102886,"Encounters with Extinction: A multi-sited, multi-species approach to life at the edge of catastrophe in the Asia-Pacific region","Encounters with Extinction: A multi-sited, multi-species approach to life at the edge of catastrophe in the Asia-Pacific region","This project explores people's relationships with five endangered charismatic animal species in our Asia-Pacific region. We investigate how people's lives - from local communities to activists and biologists - are bound up with these animals, for better and worse, as they slide towards extinction.","This project explores people's relationships with five endangered charismatic animal species in our Asia-Pacific region. We investigate how people's lives - from local communities to activists and biologists - are bound up with these animals, for better and worse, as they slide towards extinction.",95000,AUD,95000,1/01/2011,2011,31/12/2013,2013,Deborah Rose; Thomas van Dooren,Macquarie University,Macquarie University; University of Technology Sydney,grid.1004.5; grid.117476.2,Sydney; Sydney,New South Wales; New South Wales,Australia; Australia,Australian Research Council,,Australia,pub.1043714763; pub.1064414915,http://purl.org/au-research/grants/arc/DP110102886,https://app.dimensions.ai/details/grant/grant.3563662,"1601 Anthropology; 2002 Cultural Studies; 16 Studies in Human Society; 20 Language, Communication and Culture",,,,,,C17 Business and Management Studies,
6,grant.3563325,LP110200328,Building occupants survey system Australia,Building occupants survey system Australia,"The Building Occupants Survey System Australia - BOSSA - is a post-occupancy evaluation instrument. The database will become an Australian benchmark against which particular buildings can be compared, providing both a valuable quality assurance service to building owners and managers, and a resource for researchers in Australian built environments.","The Building Occupants Survey System Australia - BOSSA - is a post-occupancy evaluation instrument. The database will become an Australian benchmark against which particular buildings can be compared, providing both a valuable quality assurance service to building owners and managers, and a resource for researchers in Australian built environments.",300000,AUD,300000,1/01/2011,2011,31/12/2014,2014,Richard De Dear; Christhina Candido; Andrew Roussac; Leena Thomas,University of Sydney,University of Sydney; Investa (Australia); University of Technology Sydney,grid.1013.3; grid.501797.d; grid.117476.2,Sydney; Sydney; Sydney,New South Wales; New South Wales; New South Wales,Australia; Australia; Australia,Australian Research Council,,Australia,pub.1026368647,http://purl.org/au-research/grants/arc/LP110200328,https://app.dimensions.ai/details/grant/grant.3563325,1202 Building; 1201 Architecture; 12 Built Environment and Design; 12 Built Environment and Design,,,,,,"C13 Architecture, Built Environment and Planning",11 Sustainable Cities and Communities
6,grant.3563248,LP110100131,The impact of location-specific urban digital social information networks and public displays on the City of Melbourne,The impact of location-specific urban digital social information networks and public displays on the City of Melbourne,"The purpose of this project is to enhance the city as a vibrant destination by taking digital content and anchoring it in the physical world. The outcomes will be physical nodes of interaction in urban cultural hubs - e.g., museums, libraries, cafes - allowing users to post media, stories and events that are locally relevant for others to consume.","The purpose of this project is to enhance the city as a vibrant destination by taking digital content and anchoring it in the physical world. The outcomes will be physical nodes of interaction in urban cultural hubs - e.g., museums, libraries, cafes - allowing users to post media, stories and events that are locally relevant for others to consume.",237999,AUD,237999,1/01/2011,2011,31/12/2013,2013,Tom Barker; Mark Burry; Joanne Spain; William Sonnenreich,University of Technology Sydney,University of Technology Sydney; RMIT University,grid.117476.2; grid.1017.7,Sydney; Melbourne,New South Wales; Victoria,Australia; Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/LP110100131,https://app.dimensions.ai/details/grant/grant.3563248,1201 Architecture; 12 Built Environment and Design,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",11 Sustainable Cities and Communities
6,grant.3563212,DP110101999,Sociophysical Interactions: understanding the role of social and tangible technologies in maintaining good habits into old age,Sociophysical Interactions: understanding the role of social and tangible technologies in maintaining good habits into old age,"How can technology help us 'age well'? The project will study, design and evaluate novel information systems that integrate and support social engagement and physical activity in order to build foundational knowledge about these technologies and maintain the opportunities for social engagement and physical activity in our ageing population.","How can technology help us 'age well'? The project will study, design and evaluate novel information systems that integrate and support social engagement and physical activity in order to build foundational knowledge about these technologies and maintain the opportunities for social engagement and physical activity in our ageing population.",340000,AUD,340000,1/01/2011,2011,31/12/2013,2013,Frank Vetere; Toni Robertson; Margot Brereton; Steve Howard; Yvonne Rogers,University of Melbourne,University of Melbourne; University of Technology Sydney; Queensland University of Technology; The Open University,grid.1008.9; grid.117476.2; grid.1024.7; grid.10837.3d,Melbourne; Sydney; Brisbane; Milton Keynes,Victoria; New South Wales; Queensland; ,Australia; Australia; Australia; United Kingdom,Australian Research Council,,Australia,pub.1028182159; pub.1022091558; pub.1027305793; pub.1035204253,http://purl.org/au-research/grants/arc/DP110101999,https://app.dimensions.ai/details/grant/grant.3563212,0806 Information Systems; 08 Information and Computing Sciences,Basic Behavioral and Social Science; Behavioral and Social Science; Prevention; Aging,,,,,B11 Computer Science and Informatics,
7,grant.3563087,DP110103025,'Liquid Gold': establishing the place of donated human milk in the tissue economy,'Liquid Gold': establishing the place of donated human milk in the tissue economy,"Donated human milk can offer profound benefits to the health and survival of hospitalised pre-term infants yet Australia is slow to adopt its use. This research explores the policies and practices of donated human milk use in Australia, and will contribute to the development of donated breast milk policy, and progress current tissue donation theory.","Donated human milk can offer profound benefits to the health and survival of hospitalised pre-term infants yet Australia is slow to adopt its use. This research explores the policies and practices of donated human milk use in Australia, and will contribute to the development of donated breast milk policy, and progress current tissue donation theory.",295670,AUD,295670,1/01/2011,2011,31/12/2013,2013,Katherine Carroll,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/DP110103025,https://app.dimensions.ai/details/grant/grant.3563087,1608 Sociology; 1117 Public Health and Health Services; 16 Studies in Human Society; 11 Medical and Health Sciences,Pediatric,,,,,C20 Social Work and Social Policy,
6,grant.3563014,DP110103733,Trust-enhanced recommender systems for personalised government-to-business e-service,Trust-enhanced recommender systems for personalised government-to-business e-service,"This study will transform current Government to Business service to a higher level to enable e-Government systems to offer Personalised e-Service. It will assist business users to significantly increase their use of e-Government services, particularly providing an effective solution to small and medium size businesses for locating business partners by using Government e-Services.","This study will transform current Government to Business service to a higher level to enable e-Government systems to offer Personalised e-Service. It will assist business users to significantly increase their use of e-Government services, particularly providing an effective solution to small and medium size businesses for locating business partners by using Government e-Services.",300000,AUD,300000,1/01/2011,2011,31/12/2013,2013,Jie Lu; Da Ruan; Jian-bo Yang,University of Technology Sydney,University of Technology Sydney; Belgian Nuclear Research Centre; University of Manchester,grid.117476.2; grid.8953.7; grid.5379.8,Sydney; Mol; Manchester,New South Wales; ; Manchester,Australia; Belgium; United Kingdom,Australian Research Council,,Australia,pub.1012443398; pub.1011871111; pub.1001757504; pub.1007127493; pub.1061632218; pub.1009643471; pub.1061607046; pub.1001307040; pub.1093761011; pub.1061606971; pub.1061632267; pub.1095028565; pub.1094552647; pub.1033555948; pub.1094235133; pub.1006621585; pub.1002263184; pub.1093461228; pub.1002663717; pub.1061606998; pub.1061606958; pub.1000530856; pub.1094849412; pub.1016056098; pub.1061579904; pub.1061606847; pub.1095478757; pub.1042497204,http://purl.org/au-research/grants/arc/DP110103733,https://app.dimensions.ai/details/grant/grant.3563014,0806 Information Systems; 08 Information and Computing Sciences,Health Services; Clinical Research,,8.1 Organisation and delivery of services,,,C17 Business and Management Studies,
7,grant.3562310,DP110105555,The unpublished writings of JM Keynes,The unpublished writings of JM Keynes,"Our knowledge of the writings of JM Keynes, an economist to whom many policy-makers have turned in the recent global crisis, is seriously incomplete. The project addresses this issue by producing the opening volumes of a twelve volume edition that provides access to his many unpublished contributions to economics, philosophy and politics.","Our knowledge of the writings of JM Keynes, an economist to whom many policy-makers have turned in the recent global crisis, is seriously incomplete. The project addresses this issue by producing the opening volumes of a twelve volume edition that provides access to his many unpublished contributions to economics, philosophy and politics.",157527,AUD,157527,1/01/2011,2011,31/12/2013,2013,Roderick O'Donnell,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,,http://purl.org/au-research/grants/arc/DP110105555,https://app.dimensions.ai/details/grant/grant.3562310,1401 Economic Theory; 2202 History and Philosophy of Specific Fields; 1606 Political Science; 14 Economics; 22 Philosophy and Religious Studies; 16 Studies in Human Society,,,,,,C19 Politics and International Studies,
9,grant.3562203,DP110104732,Pooling econometric models for prediction and decision making,Pooling econometric models for prediction and decision making,The project develops methods for combining econometric models with the goal of improving prediction. It applies these methods to macroeconomic models used to improve monetary policy and to asset return models used to improve financial risk management.,The project develops methods for combining econometric models with the goal of improving prediction. It applies these methods to macroeconomic models used to improve monetary policy and to asset return models used to improve financial risk management.,556541,AUD,556541,1/01/2011,2011,31/12/2013,2013,John Geweke,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,pub.1005412091; pub.1004365969,http://purl.org/au-research/grants/arc/DP110104732,https://app.dimensions.ai/details/grant/grant.3562203,"1403 Econometrics; 0104 Statistics; 1502 Banking, Finance and Investment; 14 Economics; 01 Mathematical Sciences; 15 Commerce, Management, Tourism and Services",,,,,,C17 Business and Management Studies,
6,grant.3562069,DP110103527,Building ambidextrous capacity in service industries-a cross national study,Building ambidextrous capacity in service industries-a cross national study,"This research aims to understand the employee and organisations factors responsible for achieving ambidexterity (that is, ability to achieve sales targets and excellent customer service, simultaneously) in service industries. Results will assist firms to increase productivity and be more competitive in domestic and international markets.","This research aims to understand the employee and organisations factors responsible for achieving ambidexterity (that is, ability to achieve sales targets and excellent customer service, simultaneously) in service industries. Results will assist firms to increase productivity and be more competitive in domestic and international markets.",155000,AUD,155000,1/01/2011,2011,31/12/2013,2013,Paul Patterson; Yi-Ting Yu; Ko de Ruyter,UNSW Sydney,UNSW Sydney; University of Technology Sydney; Maastricht University,grid.1005.4; grid.117476.2; grid.5012.6,Sydney; Sydney; Maastricht,New South Wales; New South Wales; Limburg,Australia; Australia; Netherlands,Australian Research Council,,Australia,pub.1005657292; pub.1004647710,http://purl.org/au-research/grants/arc/DP110103527,https://app.dimensions.ai/details/grant/grant.3562069,"1505 Marketing; 15 Commerce, Management, Tourism and Services",,,,,,C17 Business and Management Studies,8 Decent Work and Economic Growth
7,grant.3561962,FT110100800,Lithium-air battery: a green energy source for the sustainable future,Lithium-air battery: a green energy source for the sustainable future,Electrification of vehicles and the implementation of smart electric grids can dramatically reduce greenhouse gas emissions and realise sustainable development. Lithium-air batteries have the highest energy density among all battery systems and are therefore a promising power source for electric vehicles and stationary energy storage.,Electrification of vehicles and the implementation of smart electric grids can dramatically reduce greenhouse gas emissions and realise sustainable development. Lithium-air batteries have the highest energy density among all battery systems and are therefore a promising power source for electric vehicles and stationary energy storage.,918538,AUD,918538,1/01/2011,2011,31/12/2015,2015,Guoxiu Wang,University of Technology Sydney,University of Technology Sydney,grid.117476.2,Sydney,New South Wales,Australia,Australian Research Council,,Australia,pub.1020738510; pub.1074225094; pub.1034659538; pub.1009441897; pub.1009698776; pub.1027215762; pub.1036064470; pub.1046415508; pub.1038516668; pub.1037149052; pub.1055147218; pub.1002858906; pub.1025338781; pub.1041258649; pub.1036307396; pub.1029817676; pub.1014149723; pub.1016907023; pub.1014213292; pub.1019821618; pub.1046858608; pub.1046073229; pub.1085395948; pub.1022842046; pub.1022698432; pub.1024009838; pub.1008457958; pub.1041787018,http://purl.org/au-research/grants/arc/FT110100800,https://app.dimensions.ai/details/grant/grant.3561962,1007 Nanotechnology; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 10 Technology; 03 Chemical Sciences; 09 Engineering,,,,,,B12 Engineering,7 Affordable and Clean Energy; 13 Climate Action
